,Area,BHK,Bathroom,Furnishing,Locality,Price
474,1100.0,2,2.0,Semi-Furnished,other,16500000
475,1350.0,3,2.0,Furnished,other,24000000
476,1184.0,2,2.0,Semi-Furnished,other,17000000
477,3500.0,4,4.0,Semi-Furnished,other,22500000
478,1500.0,3,2.0,Unfurnished,other,17400000
479,2900.0,5,5.0,Furnished,other,51000000
480,1000.0,3,2.0,Semi-Furnished,other,5510000
481,1200.0,3,3.0,Semi-Furnished,other,15500000
482,1700.0,3,2.0,Semi-Furnished,other,17200000
483,1100.0,2,2.0,Semi-Furnished,other,15000000
484,1550.0,4,3.0,Semi-Furnished,other,13000000
485,1600.0,3,3.0,Semi-Furnished,other,30000000
486,1350.0,3,3.0,Semi-Furnished,other,25000000
487,1250.0,2,1.0,Semi-Furnished,other,7500000
488,1800.0,4,2.0,Furnished,other,17500000
489,1800.0,4,3.0,Furnished,other,35000000
490,1530.0,5,2.0,Furnished,other,10200000
491,1750.0,4,4.0,Unfurnished,other,29000000
492,380.0,1,1.0,Unfurnished,other,2200000
493,900.0,2,1.0,Semi-Furnished,other,6200000
494,1650.0,4,3.0,Furnished,other,14000000
495,1350.0,3,2.0,Unfurnished,other,19000000
496,1800.0,3,3.0,Semi-Furnished,other,23000000
497,1500.0,3,2.0,Semi-Furnished,other,21500000
498,1800.0,4,4.0,Semi-Furnished,other,12500000
499,1700.0,3,3.0,Semi-Furnished,other,29000000
500,540.0,1,1.0,Unfurnished,other,3000000
501,810.0,2,2.0,Semi-Furnished,other,8500000
502,3250.0,4,4.0,Semi-Furnished,other,55000000
503,900.0,3,3.0,Semi-Furnished,other,12500000
504,2610.0,4,4.0,Semi-Furnished,other,42500000
505,600.0,2,2.0,Semi-Furnished,other,4700000
506,1620.0,3,3.0,Semi-Furnished,other,26000000
507,1078.0,3,2.0,Unfurnished,other,15500000
508,1710.0,3,3.0,Unfurnished,other,22000000
509,1150.0,3,3.0,Semi-Furnished,other,21000000
510,1818.0,3,3.0,Unfurnished,other,22000000
511,1800.0,3,2.0,Unfurnished,other,26500000
512,780.0,2,2.0,Unfurnished,other,8770000
513,405.0,1,1.0,Semi-Furnished,other,4500000
514,900.0,2,3.0,Semi-Furnished,other,8500000
515,807.2925,2,2.0,Unfurnished,other,8600000
516,2700.0,4,3.0,Semi-Furnished,other,42500000
517,1100.0,3,2.0,Semi-Furnished,other,13100000
518,2152.78,3,3.0,Furnished,other,30000000
519,960.0,2,2.0,Semi-Furnished,other,13000000
520,1800.0,4,3.0,Unfurnished,other,23100000
521,1100.0,3,2.0,Semi-Furnished,other,16000000
522,900.0,2,2.0,Unfurnished,other,12500000
523,1620.0,3,3.0,Furnished,other,24500000
524,378.0,1,1.0,Unfurnished,other,3200000
525,1350.0,3,3.0,Semi-Furnished,other,15000000
526,1580.0,3,2.0,Furnished,other,21000000
527,820.0,2,3.0,Unfurnished,other,7500000
528,1500.0,3,2.0,Semi-Furnished,other,18000000
529,1600.0,3,3.0,Semi-Furnished,other,15600000
530,1650.0,3,3.0,Semi-Furnished,other,15500000
531,1600.0,3,3.0,Semi-Furnished,other,15200000
532,1900.0,3,3.0,Furnished,other,25000000
533,1400.0,3,2.0,Furnished,other,15000000
534,1550.0,3,2.0,Semi-Furnished,other,15800000
535,2000.0,4,3.0,Furnished,other,31500000
536,1500.0,3,3.0,Semi-Furnished,other,14000000
537,1550.0,3,2.0,Semi-Furnished,other,13200000
538,1600.0,3,2.0,Semi-Furnished,other,15800000
539,1600.0,3,3.0,Unfurnished,other,16200000
540,1800.0,3,2.0,Semi-Furnished,other,15500000
541,1470.0,3,2.0,Semi-Furnished,other,14500000
542,1500.0,3,2.0,Semi-Furnished,other,14900000
543,1750.0,3,3.0,Furnished,other,17200000
544,1650.0,3,3.0,Furnished,other,18000000
545,1850.0,3,2.0,Semi-Furnished,other,15500000
546,1480.0,3,2.0,Furnished,other,15800000
547,1214.0,2,2.0,Furnished,other,12600000
548,1380.0,3,2.0,Semi-Furnished,other,15000000
549,1600.0,4,2.0,Furnished,other,19500000
550,1585.0,3,3.0,Semi-Furnished,other,16600000
551,1700.0,3,3.0,Semi-Furnished,other,17200000
552,1200.0,2,2.0,Semi-Furnished,other,13000000
553,1800.0,4,3.0,Semi-Furnished,other,16500000
554,1000.0,2,2.0,Semi-Furnished,other,10700000
555,1500.0,3,2.0,Furnished,other,16200000
556,1700.0,3,2.0,Furnished,other,16500000
557,1750.0,3,2.0,Furnished,other,14900000
558,2700.0,4,3.0,Furnished,other,27500000
559,2500.0,4,5.0,Semi-Furnished,other,42500000
560,2525.0,4,5.0,Semi-Furnished,other,43200000
561,2022.0,3,3.0,Semi-Furnished,other,38000000
562,2650.0,4,5.0,Furnished,other,52500000
563,2552.0,4,5.0,Furnished,other,42500000
564,3112.0,5,6.0,Semi-Furnished,other,60000000
565,2125.0,3,3.0,Semi-Furnished,other,36500000
566,1455.0,2,2.0,Semi-Furnished,other,27500000
567,1815.0,3,3.0,Semi-Furnished,other,32500000
568,980.0,2,2.0,Semi-Furnished,other,13800000
569,1350.0,3,3.0,Semi-Furnished,other,21000000
570,1800.0,3,3.0,Semi-Furnished,other,22500000
571,968.751,2,2.0,Semi-Furnished,other,15000000
572,1250.0,3,3.0,Semi-Furnished,other,20000000
573,1800.0,3,3.0,Furnished,other,20000000
574,1400.0,3,2.0,Semi-Furnished,other,26000000
575,1000.0,3,3.0,Semi-Furnished,other,19500000
576,1800.0,4,2.0,Semi-Furnished,other,21500000
577,1600.0,3,3.0,Semi-Furnished,other,20000000
578,1400.0,3,3.0,Furnished,other,18000000
579,2700.0,4,4.0,Unfurnished,other,36500000
580,1500.0,3,3.0,Semi-Furnished,other,21000000
581,1300.0,3,3.0,Unfurnished,other,19000000
582,1150.0,2,2.0,Unfurnished,other,16500000
583,1400.0,2,2.0,Unfurnished,other,16500000
584,1300.0,2,2.0,Semi-Furnished,other,15000000
585,1200.0,2,2.0,Unfurnished,other,14300000
586,1300.0,3,2.0,Unfurnished,other,18500000
587,1400.0,3,3.0,Furnished,other,19000000
588,1500.0,3,2.0,Semi-Furnished,other,13500000
589,1600.0,4,2.0,Semi-Furnished,other,15800000
590,1600.0,4,2.0,Semi-Furnished,other,15500000
591,1000.0,2,2.0,Furnished,other,13000000
592,1500.0,3,3.0,Furnished,other,17000000
593,1150.0,2,2.0,Furnished,other,13100000
594,1800.0,4,4.0,Furnished,other,12000000
595,1300.0,3,3.0,Furnished,other,20000000
596,1150.0,2,2.0,Unfurnished,other,13500000
597,1500.0,3,2.0,Unfurnished,other,14000000
598,1150.0,2,2.0,Semi-Furnished,other,10800000
599,1000.0,3,3.0,Semi-Furnished,other,5500000
600,1350.0,3,3.0,Semi-Furnished,other,8500000
601,1200.0,2,2.0,Semi-Furnished,other,10000000
602,800.0,2,2.0,Semi-Furnished,other,5000000
603,750.0,2,2.0,Semi-Furnished,other,4500000
604,750.0,2,2.0,Unfurnished,other,4000000
605,900.0,3,2.0,Semi-Furnished,other,9000000
606,1000.0,3,2.0,Semi-Furnished,other,7000000
607,1100.0,3,2.0,Furnished,other,6000000
608,600.0,2,2.0,Unfurnished,other,4500000
609,1800.0,4,4.0,Semi-Furnished,other,12500000
610,1300.0,3,3.0,Semi-Furnished,other,7000000
611,1170.0,3,3.0,Unfurnished,other,7200000
612,1500.0,3,3.0,Semi-Furnished,other,8400000
613,1100.0,3,2.0,Unfurnished,other,6500000
614,1000.0,2,2.0,Semi-Furnished,other,6500000
615,350.0,1,1.0,Unfurnished,other,2500000
616,365.0,1,1.0,Unfurnished,other,3500000
617,350.0,1,1.0,Unfurnished,other,3000000
618,437.0,1,1.0,Furnished,other,3500000
619,3600.0,4,4.0,Semi-Furnished,other,60000000
620,900.0,3,2.0,Semi-Furnished,other,6200000
621,900.0,2,3.0,Semi-Furnished,other,12500000
622,1700.0,3,3.0,Unfurnished,other,30000000
623,750.0,2,1.0,Unfurnished,other,7350000
624,1500.0,4,1.0,Unfurnished,other,12500000
625,1000.0,3,2.0,Furnished,other,9200000
626,1700.0,3,2.0,Furnished,other,17000000
627,750.0,2,1.0,Semi-Furnished,other,6500000
628,1080.0,3,1.0,Unfurnished,other,7000000
629,350.0,1,1.0,Unfurnished,other,4200000
630,350.0,1,1.0,Unfurnished,other,3000000
631,430.556,1,1.0,Unfurnished,other,4300000
632,1000.0,3,3.0,Furnished,other,9500000
633,1600.0,3,2.0,Semi-Furnished,other,17000000
634,1300.0,3,2.0,Semi-Furnished,other,11500000
635,1600.0,4,3.0,Furnished,other,20000000
636,900.0,2,2.0,Semi-Furnished,other,8550000
637,1350.0,4,4.0,Semi-Furnished,other,10500000
638,1000.0,3,2.0,Furnished,other,12000000
639,1400.0,3,2.0,Unfurnished,other,11000000
640,900.0,2,2.0,Unfurnished,other,9000000
641,1000.0,2,2.0,Semi-Furnished,other,7500000
642,1100.0,2,2.0,Semi-Furnished,other,9500000
643,1450.0,3,2.0,Furnished,other,14000000
644,1450.0,3,3.0,Semi-Furnished,other,11600000
645,1300.0,3,2.0,Semi-Furnished,other,9800000
646,1350.0,3,3.0,Semi-Furnished,other,12000000
647,1200.0,3,2.0,Semi-Furnished,other,12500000
648,1460.0,3,3.0,Semi-Furnished,other,16500000
649,1500.0,3,3.0,Furnished,other,15000000
650,1050.0,2,2.0,Semi-Furnished,other,10000000
651,1350.0,3,3.0,Semi-Furnished,other,11000000
652,1500.0,2,2.0,Furnished,other,24700000
653,1531.0,2,2.0,Unfurnished,other,25900000
654,900.0,3,2.0,Furnished,other,5500000
655,1512.0,2,2.0,Unfurnished,other,30000000
656,1260.0,3,2.0,Semi-Furnished,other,7000000
657,1500.0,3,3.0,Unfurnished,other,16000000
658,1280.0,3,3.0,Furnished,other,15000000
659,675.0,2,2.0,Semi-Furnished,other,10000000
660,1206.0,3,3.0,Semi-Furnished,other,20000000
661,1143.0,2,2.0,Unfurnished,other,16000000
662,345.0,1,1.0,Semi-Furnished,other,5500000
663,720.0,2,1.0,Semi-Furnished,other,7000000
664,1600.0,3,3.0,Semi-Furnished,other,24000000
665,950.0,2,2.0,Furnished,other,12500000
666,1200.0,3,2.0,Semi-Furnished,other,14500000
667,1240.0,3,3.0,Unfurnished,other,18000000
669,600.0,1,1.0,Unfurnished,other,7000000
670,1100.0,3,2.0,Semi-Furnished,other,6000000
671,650.0,2,2.0,Unfurnished,other,3800000
672,630.0,2,2.0,Semi-Furnished,other,4600000
673,2592.0,4,3.0,Unfurnished,other,42500000
674,1700.0,3,3.0,Semi-Furnished,other,23000000
675,1640.0,3,3.0,Unfurnished,other,12000000
676,2572.0,3,3.0,Furnished,other,35000000
677,2100.0,3,3.0,Semi-Furnished,other,25000000
678,1620.0,3,3.0,Semi-Furnished,other,29000000
679,2250.0,3,3.0,Semi-Furnished,other,20500000
680,2250.0,4,4.0,Unfurnished,other,37500000
681,800.0,2,2.0,Semi-Furnished,other,7500000
682,1440.0,3,3.0,Unfurnished,other,24500000
683,5220.0,5,5.0,Unfurnished,other,65000000
684,1800.0,3,3.0,Semi-Furnished,other,27500000
685,807.2925,2,1.0,Semi-Furnished,other,8000000
686,1000.0,2,2.0,Semi-Furnished,other,7800000
687,900.0,2,2.0,Semi-Furnished,other,15000000
688,1800.0,3,3.0,Furnished,other,27500000
689,2340.0,4,4.0,Semi-Furnished,other,26000000
690,1350.0,3,3.0,Unfurnished,other,23500000
691,954.0,2,2.0,Unfurnished,other,10000000
692,1155.0,2,2.0,Semi-Furnished,other,18500000
693,980.0,2,2.0,Semi-Furnished,other,13800000
694,1350.0,3,3.0,Semi-Furnished,other,21000000
695,1800.0,3,3.0,Semi-Furnished,other,22500000
696,968.751,2,2.0,Semi-Furnished,other,15000000
697,1250.0,3,3.0,Semi-Furnished,other,20000000
698,1800.0,3,3.0,Furnished,other,20000000
699,1400.0,3,2.0,Semi-Furnished,other,26000000
700,1000.0,3,3.0,Semi-Furnished,other,19500000
701,1800.0,4,2.0,Semi-Furnished,other,21500000
702,1600.0,3,3.0,Semi-Furnished,other,20000000
703,1400.0,3,3.0,Furnished,other,18000000
704,2700.0,4,4.0,Unfurnished,other,36500000
705,1500.0,3,3.0,Semi-Furnished,other,21000000
706,1300.0,3,3.0,Unfurnished,other,19000000
707,1150.0,2,2.0,Unfurnished,other,16500000
708,1400.0,2,2.0,Unfurnished,other,16500000
709,1300.0,2,2.0,Semi-Furnished,other,15000000
710,1200.0,2,2.0,Unfurnished,other,14300000
711,1300.0,3,2.0,Unfurnished,other,18500000
712,1400.0,3,3.0,Furnished,other,19000000
713,700.0,2,2.0,Semi-Furnished,other,3800000
714,900.0,3,3.0,Semi-Furnished,other,7000000
715,1260.0,3,3.0,Semi-Furnished,other,16500000
716,950.0,3,2.0,Semi-Furnished,other,8000000
717,405.0,1,1.0,Unfurnished,other,5600000
718,1800.0,2,2.0,Furnished,other,21000000
719,1300.0,3,3.0,Semi-Furnished,other,21000000
720,1000.0,3,3.0,Semi-Furnished,other,8600000
721,900.0,3,2.0,Semi-Furnished,other,6600000
722,1800.0,3,3.0,Semi-Furnished,other,14000000
723,720.0,2,2.0,Unfurnished,other,4700000
724,1600.0,3,3.0,Semi-Furnished,other,26000000
725,1200.0,2,2.0,Furnished,other,18500000
726,900.0,2,2.0,Semi-Furnished,other,6500000
727,900.0,2,2.0,Unfurnished,other,15000000
728,800.0,2,2.0,Semi-Furnished,other,8000000
729,1150.0,2,3.0,Semi-Furnished,other,16100000
730,900.0,3,3.0,Semi-Furnished,other,6800000
731,1070.0,3,2.0,Furnished,other,6800000
732,1050.0,2,2.0,Unfurnished,other,9000000
733,1000.0,2,2.0,Semi-Furnished,other,18000000
734,1550.0,3,3.0,Unfurnished,other,27500000
735,1300.0,3,2.0,Unfurnished,other,13500000
736,810.0,2,2.0,Semi-Furnished,other,14000000
737,900.0,2,2.0,Furnished,other,9000000
738,1200.0,2,2.0,Unfurnished,other,16000000
739,1000.0,2,3.0,Semi-Furnished,other,11000000
740,720.0,2,2.0,Unfurnished,other,5500000
741,2000.0,3,3.0,Unfurnished,other,37500000
742,1100.0,3,3.0,Unfurnished,other,18500000
743,4500.0,4,5.0,Semi-Furnished,other,85000000
744,3600.0,4,4.0,Semi-Furnished,other,65000000
745,1980.0,3,4.0,Unfurnished,other,35000000
746,1250.0,3,3.0,Semi-Furnished,other,24000000
747,1200.0,3,3.0,Semi-Furnished,other,22200000
748,2430.0,4,4.0,Furnished,other,30000000
749,1350.0,3,2.0,Semi-Furnished,other,17500000
750,1800.0,3,3.0,Semi-Furnished,other,26000000
751,990.0,2,2.0,Unfurnished,other,11500000
